artist_name	track_name	release_date	genre	lyrics	topic
dorothy	black tar & nicotine	2018	blues	raise million lie sell religion break home leave give couple line know time grow near heart tear waste years lose bottle till disappear head routine throne high like black nicotine shoot heart kill dream world bitter cold fill pocket blood stone streets grow call home friends leave long run inbetween seventeen black nicotine shoot heart kill dream heaven come pain fist pills needle stick vein tear roll like sweat face know cause afraid sit motel room paper wall rack shoe know go cause black nicotine shoot heart kill dream cause black nicotine shoot heart kill dream black nicotine shoot heart kill dream black nicotine shoot heart kill dream	dark
daniel caesar	superposition	2019	pop	irony things inspire bleed profusely need time space think breathe mean cash grow tree exist superposition life contradiction yang fluidity things reason sing understand whoa know think  easy ride risk know actin sleazy work easy figure break resuscitate know live life vain music  piece cake rest life state chaos know okay exist superposition life contradiction yang fluidity things reason sing understand	personal
banners	start a riot	2016	rock	march street like ship surrender retreat tear wall warm bring home burn city dust safe sound leave trust hand stand world fall apart start riot night fall heart light dark sound alarm arm start riot smoke like sunlight haze fight till flag wave white die days bomb blast world fall apart start riot night fall heart light dark sound alarm arm start riot start start riot start start riot start start riot start start riot world fall apart start riot	sadness
muscadine bloodline	put me in my place	2019	country	change hang run tie meet question stand right foot foot right lie leave selfish unprepared blame scar believe girl need heart break place friends list reason leave tonight argue say cave time cause different kind feel hit right foot foot right lie leave selfish unprepared blame scar believe girl need heart break place tell foot foot feel lie promise leave selfish unprepared blame scar believe girl need heart break place yeah heart break place	sadness
brooks & dunn	red dirt road (with cody johnson)	2019	country	decisions desperation internal instincts crave isolation grow fear come alive place die demons dream know need realign fell river illusion apathy drown selfinduced confusion yeah fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign fear come alive place die demons dream know need realign yeah	dark
khalid	this way	2018	pop	trippin bullshit  feel feel stupid corner put  wanna leave leave foolish leave scar heart leave brand nice true true absolute yeah excuse ruthless reason crazy feel useless take grant wanna play victim know truth leave scar heart true true absolute try stay night inside push away change fight pride	sadness
damian marley	slave mill	2017	reggae	remember slavery time work dollar slave grind slow grind walk home youth get kill police free shoot slave grind slow grind know drill weekend short live thrill slave grind slow grind runneth till spill slave grind slow grind think cause give job pay boast brag think small riches flesh touch respect name respect love respect life worship matter cost practice hate believe work dollar slave grind slow grind walk home child get kill neighbor free shoot hurt slave grind slow grind know drill weekend shortlived thrill slave grind slow grind runneth till spill slave grind slow grind think good material gain live pain misunderstand deserve voice claim things meaningful cup thank gain weight pull tell straight plain think outside hold lanes write facts chop cane work dollar slave grind slow grind walk home child get kill police free shoot hurt slave grind slow grind know drill weekend shortlived thrill slave grind slow grind runneth till spill slave grind slow grind grind slow grind grind slow grind grind slow grind grind slow grind grind slow grind grind slow grind grind slow grind slavery time remember	dark
thee oh sees	the daily heavy	2019	blues	stop baby tear asunder shove go live stuff plunder come strong roll thunder easy rifle easy time world thunder move world asunder glue dude gunlook wonder greasy moment crack wall wonder byebye know blunder byebye holler awful daddy easy run world go byebye daddy young ones leave ratty ratty world stop baby tear asunder shove go live stuff plunder come strong roll thunder	personal
jordan rager	small town talkin'	2019	country	give want follow give feel small head know stumble fall learn start crawl give sorry couldn follow give swallow pride say goodbye give sorry couldn follow oohoh give give thank guy time paris huge	personal
allen toussaint	american tune	2016	blues	time mistake time confuse fall forsake certainly misuse alright alright weary bone expect bright bear divine away home away home know soul better friend feel ease know dream shatter drive knees alright alright live long think road travel wonder go wrong help wonder go wrong dream die dream soul unexpectedly look smile assuredly dream fly high eye clearly statue liberty sail away dream fly come ship mayflower come ship sail moon come hat uncertain hours sing american tune alright alright alright forever bless tomorrow gonna work try rest try rest alright alright alright forever bless tomorrows gonna work try rest try rest	personal
